Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1e17,15399.52,1438.293333,4,3,18,1,Auto Loan,28,17,16.03,2,Standard,556.93,22.68103951,28 Years and 5 Months,Yes,11.41861543,76.73289163,Low_spent_Large_value_payments,325.6778263,1/12/2024
CUS_0x1e18,14366.56,1085.362297,1,2,3,1,Student Loan,8,6,4.48,5,Good,411.98,37.52856822,25 Years and 6 Months,No,133.5888438,72.23341011,Low_spent_Large_value_payments,311.150116,1/12/2024
CUS_0x1e2d,10967.735,738.9779167,334,6,5,0,,9,15,19.36,0,Standard,1314.16,25.01704834,28 Years and 6 Months,Yes,0,37.3117075,High_spent_Small_value_payments,296.5860842,1/1/2024
CUS_0x1e3e,22918.52,1840.876667,6,5,18,5,"Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",18,10,21.94,4,Standard,454.45,26.53227659,8 Years and 8 Months,Yes,199.3936026,73.46666207,!@9#%8,291.9331145,1/12/2023
CUS_0x1e3f,107854.84,9245.903333,5,5,16,5,"Student Loan, Mortgage Loan, Student Loan, Personal Loan, and Home Equity Loan",10,15,7.35,6,Standard,990.45,30.56779741,16 Years and 2 Months,Yes,338.8412818,388.9151202,High_spent_Medium_value_payments,446.8339314,1/8/2024
CUS_0x1e41,133646.04,11429.17,4,5,11,2,"Mortgage Loan, and Personal Loan",7,6,2.43,3,_,1290.92,36.49235588,33 Years and 5 Months,No,114.2482426,148.8810851,High_spent_Large_value_payments,1119.787672,1/5/2023
CUS_0x1e45,166837.64,13680.13667,4,3,8,0,,9,7,11.61,1,Good,1402.48,36.91309695,16 Years and 0 Months,No,0,256.2779694,High_spent_Large_value_payments,1351.735697,1/11/2024
CUS_0x1e46,70481.19,5584.4325,8,5,16,0_,,26,10,5.75,4,Standard,1087.1,37.11595419,26 Years and 3 Months,Yes,0,61.5896212,High_spent_Medium_value_payments,746.8536288,1/9/2023
CUS_0x1e48,73639.72,6119.643333,6,7,18,0,,28,13,15.06,3,Standard,1433.03,40.64687937,19 Years and 9 Months,NM,0,143.1669391,High_spent_Medium_value_payments,718.7973943,1/4/2023
CUS_0x1e4d,146729.64,12495.47,3,4,17,3,"Personal Loan, Credit-Builder Loan, and Auto Loan",15,18,6.91,3,Standard,90.89,26.56697778,17 Years and 2 Months,No,343.1160893,1204.405907,Low_spent_Medium_value_payments,585.2255726,1/4/2023
CUS_0x1e50,31500.55,2665.045833,1,4,6,0,,10,11,4.79,4,Good,861.13,39.85644023,19 Years and 3 Months,No,0,134.7814977,Low_spent_Large_value_payments,401.7230856,1/2/2024
CUS_0x1e51,17443.94,1714.661667,10,10,21,5,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, and Personal Loan",42,22,21.69,7,Bad,2816.57,34.84686738,11 Years and 6 Months,Yes,55.67362562,50.28013254,High_spent_Small_value_payments,325.5124085,1/7/2023
CUS_0x1e52,67059.18_,5398.265,8,6,18,4,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Auto Loan",19,18,11.57,8,Standard,255.76,31.98804152,6 Years and 3 Months,Yes,167.1239995,321.8689304,Low_spent_Large_value_payments,174.7057842,1/6/2023
CUS_0x1e5e,28501.86,2395.155,4,2,10,2,"Home Equity Loan, and Auto Loan",5,0,10.78,0,Good,1045.3,25.99184938,24 Years and 5 Months,No,29.15376484,154.9435157,Low_spent_Medium_value_payments,335.4182194,1/2/2023
CUS_0x1e62,11149856,1272.239167,689,4,1,2,"Auto Loan, and Personal Loan",15,2,11.42,3,Good,805.77,34.44458589,32 Years and 6 Months,No,16.22361044,107.2236217,Low_spent_Small_value_payments,293.7766845,1/8/2024
CUS_0x1e63,10025.2,1089.433333,10,10,21,7,"Credit-Builder Loan, Home Equity Loan, Personal Loan, Auto Loan, Personal Loan, Auto Loan, and Credit-Builder Loan",23,14,16.88,12,Standard,1409.58,33.96409432,15 Years and 10 Months,Yes,41.43157634,145.6839945,Low_spent_Small_value_payments,211.8277625,1/3/2024
CUS_0x1e6b,62846.31,5393.1925,9,8,20,7,"Not Specified, Credit-Builder Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",40,18,1.79,10,_,4073.62,26.92229073,2 Years and 4 Months,Yes,284.9829196,189.3383909,High_spent_Medium_value_payments,314.9979395,1/4/2023
CUS_0x1e70,14841.35,1437.779167,6,5,17,7,"Mortgage Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Student Loan",60,14_,28.64,6,Bad,3865.15,37.15219502,8 Years and 0 Months,NM,71.54474307,96.59041285,!@9#%8,245.6427607,1/6/2023
CUS_0x1e72,26670.7,1996.558333,5,4,5,3,"Debt Consolidation Loan, Payday Loan, and Payday Loan",6,13,15.96,5,_,502.35,30.73318109,11 Years and 9 Months,Yes,38.9895816,38.5309103,High_spent_Small_value_payments,382.1353414,1/1/2024
CUS_0x1e76,35361.27,3112.7725,4,6,7,0,,14,2,5.91,5,Good,982.38,33.25465023,17 Years and 2 Months,No,0,199.1975554,High_spent_Small_value_payments,372.0796946,1/5/2024
CUS_0x1e84,65937.12,5465.76,5,5,12,2,"Payday Loan, and Auto Loan",24,13,8.46,2,_,1256.89,37.34355215,32 Years and 9 Months,No,87.37564919,105.9146414,High_spent_Medium_value_payments,603.2857094,1/5/2024
CUS_0x1e87,167489.4,14025.45,1,1,11,2,"Not Specified, and Payday Loan",10,11,8.51,5,Good,1328.9,36.78258608,26 Years and 11 Months,No,196.0304653,275.9224278,High_spent_Large_value_payments,1170.592107,1/12/2023
CUS_0x1e8c,60078.27,4758.5225,5,7,11,4,"Student Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",4,6,2.72,9,Standard,2198.8,29.12911052,16 Years and 0 Months,Yes,128.9062474,408.3396713,Low_spent_Large_value_payments,229.8760005,1/12/2023
CUS_0x1e8d,29146.6,2561.883333,4,3,12,2,"Payday Loan, and Payday Loan",7,9,2.79,7,_,179.48,35.06000715,18 Years and 4 Months,No,26.24171487,177.7499432,Low_spent_Large_value_payments,322.1966752,1/7/2024
CUS_0x1e8e,27007.19,2193.599167,3,7,20,0_,,14,10,16.24,5,Standard,189,23.01642478,22 Years and 10 Months,Yes,0,54.64873057,High_spent_Small_value_payments,424.7111861,1/3/2023
CUS_0x1e91,70793.38,6103.448333,5,3,8,1,Credit-Builder Loan,22,18,9.68,7,_,138.21,26.70634055,21 Years and 3 Months,No,51.12551143,415.2197852,Low_spent_Medium_value_payments,423.9995367,1/6/2023
CUS_0x1e95,103943,8812.916667,5,6,11,2,"Auto Loan, and Payday Loan",9,18,8.21,5,Standard,1363.4,28.4506005,30 Years and 0 Months,Yes,113.9982869,435.0595278,Low_spent_Large_value_payments,602.2338519,1/6/2023
CUS_0x1e96,17187.27,1589.2725,10,7,24,8,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Auto Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",50,15,7.79,8,Bad,4962.25,29.18574707,5 Years and 0 Months,Yes,90.56454169,121.8084942,Low_spent_Small_value_payments,236.5542141,1/5/2023
CUS_0x1e98,114082.64,9508.886667,6,3,9,0,,27,3881,10.61,3,Standard,44.01,41.35218099,22 Years and 0 Months,No,0,370.1279991,High_spent_Medium_value_payments,830.7606675,1/9/2024
CUS_0x1e9b,7441.295_,822.5517437,5,8,33,6,"Mortgage Loan, Mortgage Loan, Not Specified, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",15,13,17.12,13,Standard,2569.3,40.21311734,6 Years and 2 Months,Yes,75.97491615,91.76773491,Low_spent_Small_value_payments,260.1243135,1/4/2023
CUS_0x1e9c,9379.93,622.9371981,10,7,16,8,"Mortgage Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Payday Loan, and Credit-Builder Loan",39,24,3.4,11,Bad,4280.56,32.70217596,5 Years and 6 Months,Yes,73.38721343,86.30978193,Low_spent_Small_value_payments,237.3927232,1/12/2023
CUS_0x1e9e,35812.37,2794.364167,5,4,6,-100,"Home Equity Loan, and Student Loan",16,17,13.99,10,Standard,310.91,27.05165201,6 Years and 2 Months,Yes,32.0123958,356.9523931,Low_spent_Small_value_payments,180.4716278,1/4/2023
CUS_0x1ea5,14145.77,974.8141667,791,10,17,6,"Not Specified, Not Specified, Not Specified, Payday Loan, Payday Loan, and Personal Loan",50,17,17.47,8,Bad,4609.03,27.26094054,10 Years and 0 Months,Yes,48.70845496,49.88500462,!@9#%8,288.8879571,1/10/2024
CUS_0x1ea8,33896.53,2667.710833,7,3,18,2,"Debt Consolidation Loan, and Payday Loan",26,10,10.95,5,_,807.65,26.80055022,27 Years and 4 Months,Yes,40.29352918,88.09824698,!@9#%8,388.3793072,1/5/2024
CUS_0x1eae,21421.73,1689.144167,5,3,17,4,"Mortgage Loan, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",18,13,9.11,1776,Standard,1378.89,32.19606265,22 Years and 2 Months,No,47.62902008,30.0443377,High_spent_Small_value_payments,351.2410589,1/7/2024
CUS_0x1eb6,19755.43,1734.285833,7,6,20,8,"Payday Loan, Payday Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Personal Loan, and Not Specified",48,17,23.89,6,Bad,3671.84,34.87640875,12 Years and 2 Months,Yes,96.40455499,128.6855654,Low_spent_Small_value_payments,238.3384629,1/12/2024
CUS_0x1ebb,12723.325,1183.277083,4,7,13,3,"Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",12,8,8.81,0,Standard,387.78,23.8470146,22 Years and 5 Months,No,29.27026504,121.310284,!@9#%8,247.7471593,1/3/2024
CUS_0x1ebc,122307.96,10230.33,1,5,6,0,,1,7,2.31,5,Good,630.24,30.30199892,27 Years and 3 Months,No,0,120.0780397,High_spent_Large_value_payments,1103.286335,1/7/2024
CUS_0x1ebe,72195.24,6270.27,3,7,5,1,Personal Loan,17,10,9.44,7,Standard,1248.19,26.65464014,21 Years and 6 Months,Yes,47.06610259,113.9439473,High_spent_Large_value_payments,706.0169501,1/10/2024
CUS_0x1ebf,17830.415,1229.867917,4,5,4,2_,"Not Specified, and Payday Loan",2,8,14.45,2,_,1281.41,23.3275921,32 Years and 4 Months,No,17.6137367,34.99230159,High_spent_Medium_value_payments,320.3807534,1/9/2024
CUS_0x1ec2,34458.06,3142.505,9,10,29,5,"Auto Loan, Home Equity Loan, Home Equity Loan, Student Loan, and Payday Loan",22,16,25.59,15,Bad,4404.79,40.41847292,14 Years and 0 Months,Yes,119.6224578,__10000__,High_spent_Large_value_payments,385.8344173,1/8/2023
CUS_0x1ec4,22853.37,1708.4475,6,3,12,-100,Not Specified,29,20,6.68,2,Standard,423.83,28.18482015,20 Years and 0 Months,Yes,12.31978455,28.02712796,High_spent_Medium_value_payments,380.4978375,1/6/2023
CUS_0x1ec5,36802.82,2426.564168,4,3,7,1,Not Specified,15,14,6.06,2,Good,190.98,26.64743815,32 Years and 6 Months,NM,379.683016,104.1844002,High_spent_Small_value_payments,403.0602487,1/7/2023
CUS_0x1ec9,18756.78,1400.065,10,6,22,7,"Personal Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, and Payday Loan",35,25,3.71,10,_,3536.4,28.64878241,6 Years and 2 Months,NM,77.47870599,127.1587332,Low_spent_Small_value_payments,225.3690608,1/4/2024
CUS_0x1ecf,19922.11,1508.175833,7,6,27,9,"Mortgage Loan, Student Loan, Home Equity Loan, Student Loan, Debt Consolidation Loan, Not Specified, Student Loan, Auto Loan, and Credit-Builder Loan",41,20,23.54,7,_,4671.11,30.81009269,2 Years and 2 Months,Yes,111.9099294,127.2322945,Low_spent_Large_value_payments,181.6753595,1/5/2023
CUS_0x1ed2,20132.77,1690.730833,9,8,18,2,"Credit-Builder Loan, and Not Specified",16,18,17.34,11,Standard,1708.53,40.88289218,16 Years and 3 Months,Yes,22.53535624,22.71885359,High_spent_Large_value_payments,363.8188735,1/4/2024
CUS_0x1ed3,45947.1,3843.925,9,9,31,7,"Home Equity Loan, Payday Loan, Not Specified, Auto Loan, Credit-Builder Loan, Auto Loan, and Mortgage Loan",29,20,23.49,9,Bad,3813.3,32.221429,7 Years and 8 Months,Yes,165.6522317,94.54526773,High_spent_Large_value_payments,364.1950006,1/12/2023
CUS_0x1ed5,18965.35,1317.445833,10,7,20,3,"Debt Consolidation Loan, Student Loan, and Student Loan",21,18,7.33,6,Bad,1490.81,27.23774144,8 Years and 0 Months,Yes,43.93610991,121.1414863,Low_spent_Small_value_payments,256.6669871,1/4/2024
CUS_0x1ed6,127706.55,10785.2125,2,5,6,0,,0,5,9.92,2,_,790.87,32.90775215,20 Years and 8 Months,No,0,845.7694991,Low_spent_Large_value_payments,502.7517509,1/8/2024
CUS_0x1ed8,135178.44,11542.87,0,6,6,-100,,22,10,6.27,8,Good,1024.39,46.21769845,25 Years and 9 Months,No,0,286.8637716,High_spent_Large_value_payments,1107.423228,1/11/2023
CUS_0x1edc,62152.59,5188.3825,8,4,12,2,"Credit-Builder Loan, and Credit-Builder Loan",11,20,2.75,8,Standard,874.6,34.93889142,29 Years and 0 Months,Yes,99.34693588,321.5274248,Low_spent_Small_value_payments,387.9638894,1/4/2024
CUS_0x1edd,68489.16,5544.401741,10,10,33,7,"Home Equity Loan, Credit-Builder Loan, Student Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, and Credit-Builder Loan",30,20,25.44,8,Bad,4821.89,30.52147753,14 Years and 2 Months,Yes,509.0701275,141.0813016,High_spent_Large_value_payments,469.9198298,1/10/2024
CUS_0x1ee3,15950.66,1047.221667,9,8,26,9,"Auto Loan, Credit-Builder Loan, Student Loan, Student Loan, Payday Loan, Payday Loan, Auto Loan, Auto Loan, and Debt Consolidation Loan",57,23,9.01,9,Bad,2598.21,36.15071613,16 Years and 3 Months,Yes,63.85540142,134.3977682,Low_spent_Small_value_payments,196.4689971,1/5/2023
CUS_0x1eea,8439.33,554.2775,6,9,15,6,"Credit-Builder Loan, Student Loan, Personal Loan, Not Specified, Payday Loan, and Auto Loan",28,23,16.6,9,Bad,1414.43,28.18034416,19 Years and 8 Months,Yes,35.34387474,__10000__,Low_spent_Medium_value_payments,273.270097,1/9/2024
CUS_0x1eee,115649.52,9400.46,5,5,9,2,"Payday Loan, and Home Equity Loan",7,8,10.46,6,Good,641.04,36.71036305,20 Years and 7 Months,NM,104.619466,146.044567,High_spent_Large_value_payments,929.381967,1/1/2024
CUS_0x1ef1,30567.46_,2323.288333,8,3,5,-100,"Not Specified, and Home Equity Loan",7,15,5.54,8,Good,909.74,29.05775155,23 Years and 6 Months,No,43.22960638,103.7910731,Low_spent_Small_value_payments,375.3081539,1/5/2023
CUS_0x1ef5,11189.065,1159.422083,6,3,15,3,"Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",24,11,17.09,9,_,761.18,23.70443943,11 Years and 0 Months,Yes,18.43980108,119.1888502,Low_spent_Small_value_payments,268.313557,1/1/2023
CUS_0x1ef7,20316.57,1926.0475,3,8,24,3,"Debt Consolidation Loan, Not Specified, and Auto Loan",20,12,12.07,13,Standard,2584.09,36.37670373,8 Years and 5 Months,Yes,45.78906263,158.0711038,Low_spent_Small_value_payments,278.7445836,1/2/2023
CUS_0x1ef9,150256.72,12641.39333,1,6,1,0,,13,1,2.69,2,Good,1488.34,38.83133471,16 Years and 8 Months,No,0,1181.265511,Low_spent_Small_value_payments,372.8738225,1/2/2024
CUS_0x1efa,18598.17,1575.8475,8,7,16,2,"Student Loan, and Auto Loan",16,15,12.21,8,_,667.98,29.04753522,20 Years and 5 Months,Yes,18.89639633,45.90816271,Low_spent_Small_value_payments,354.8958292,1/10/2024
CUS_0x1efc,77463.99,6388.3325,7,6,15,2,"Auto Loan, and Debt Consolidation Loan",25,15,2.42,1761,Standard,451.63,33.76708825,17 Years and 3 Months,No,80.87723029,621.3233238,Low_spent_Medium_value_payments,216.6326959,1/4/2023
CUS_0x1efd,17933.84,1393.486667,9,6,17,-100,"Personal Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, and Student Loan",49,18,15.02,9,Standard,1660.5,33.97214038,13 Years and 4 Months,NM,48.00605102,30.95045385,High_spent_Medium_value_payments,310.3921618,1/1/2024
CUS_0x1eff,12410.005,1097.167083,3,5,11,7,"Payday Loan, Home Equity Loan, Not Specified, Not Specified, Payday Loan, Mortgage Loan, and Payday Loan",29,19,19.5,6,Standard,1286.88,26.04113157,19 Years and 0 Months,Yes,41.75602566,66.63673757,Low_spent_Small_value_payments,291.3239451,1/2/2023
CUS_0x1f00,25428.7,2016.058333,5,4,15,6,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",6,18,4.78,8,Standard,1167.79,36.02812555,12 Years and 8 Months,Yes,85.08819787,236.6896086,Low_spent_Small_value_payments,169.8280268,1/6/2024
CUS_0x1f04,60770.22,4924.185,8,4,15,4,"Mortgage Loan, Personal Loan, Not Specified, and Not Specified",14,15,1.36,6,_,176.02,35.03958244,28 Years and 7 Months,No,190.2745738,209.9463908,Low_spent_Large_value_payments,362.1975354,1/7/2023
CUS_0x1f15,73378.32,5832.86,7,8,26,5,"Payday Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, and Mortgage Loan",16,23,9.76,9,Bad,2075.82,24.91791103,10 Years and 8 Months,Yes,187.0729499,628.3738418,Low_spent_Small_value_payments,57.83920829,1/1/2025
CUS_0x1f19,109480.98,9031.415,5,4,9,0,,23,8,14.04,1668,Standard,372.34,25.86006215,28 Years and 2 Months,Yes,0,471.2432268,Low_spent_Large_value_payments,701.8982732,1/10/2024
CUS_0x1f1a,35139,2650.25,6,6,12,5,"Payday Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, and Student Loan",26,19,12.8,4,_,234.49,32.13257662,15 Years and 3 Months,NM,132.8653363,82.3414729,High_spent_Small_value_payments,309.8181908,1/11/2023
CUS_0x1f24,8938.07,678.8391667,6,9,34,7,"Student Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, and Not Specified",59,25,27.81,13,Bad,4343.23,34.28604368,2 Years and 10 Months,Yes,33.67769685,59.84075373,Low_spent_Small_value_payments,264.3654661,1/10/2023
CUS_0x1f2c,83722.16,7270.846667,3,3,1,3,"Not Specified, Home Equity Loan, and Not Specified",0,6,10.9,4,_,964.15,42.05453583,16 Years and 9 Months,No,157.9707494,147.6179087,High_spent_Large_value_payments,661.4960086,1/9/2023
CUS_0x1f2e,41012.42,3341.701667,5,4,27,7,"Payday Loan, Debt Consolidation Loan, Home Equity Loan, Student Loan, Student Loan, Personal Loan, and Personal Loan",13,9,14.47,4,Standard,1690.55,30.68716331,7 Years and 11 Months,Yes,199.3678026,174.7952014,High_spent_Small_value_payments,220.0071627,1/11/2024
CUS_0x1f2f,24821.36,2106.446667,5,5,7,0,,6,20,_,6,Standard,298.88,24.0549438,33 Years and 1 Months,No,0,197.6771276,Low_spent_Small_value_payments,302.9675391,1/1/2025
CUS_0x1f33,69860.18,5620.681667,4,5,11,3,"Personal Loan, Credit-Builder Loan, and Auto Loan",12,13,9.85,8,Standard,859.03,42.54429271,11 Years and 9 Months,Yes,92.55897801,__10000__,High_spent_Medium_value_payments,534.716045,1/6/2024
CUS_0x1f34,68041.56,5885.13,3,5,1,3,"Mortgage Loan, Home Equity Loan, and Student Loan",9,9,14.55,8,Good,844.81,33.09317455,27 Years and 11 Months,No,93.66877612,123.2384392,High_spent_Large_value_payments,611.6057847,1/10/2024
CUS_0x1f36,33455.64,2946.97,8,7,33,8,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",42,21,22.33,13,Bad,4807.65,24.08030668,1 Years and 7 Months,Yes,217.7342576,340.2105838,Low_spent_Small_value_payments,26.75215865,1/11/2023
CUS_0x1f39,18399.84,1609.32,6,9,16,6,"Payday Loan, Not Specified, Not Specified, Student Loan, Mortgage Loan, and Student Loan",56,17,24.23,11,Bad,4936.34,24.13029866,9 Years and 2 Months,NM,70.96507298,186.7767923,Low_spent_Small_value_payments,193.1901347,1/3/2023
CUS_0x1f3d,104849.82,8744.485,4,6,18,0,,29,17,18.28,6,Standard,1439.21,37.40075549,21 Years and 9 Months,Yes,0,150.8192494,High_spent_Medium_value_payments,973.6292506,1/2/2023
CUS_0x1f42,18146.26,1442.188333,7,7,23,5,"Mortgage Loan, Personal Loan, Personal Loan, Personal Loan, and Payday Loan",30,16,15.25,14,Standard,1708.57,24.84074848,18 Years and 9 Months,Yes,66.1580376,139.4450908,Low_spent_Medium_value_payments,218.615705,1/10/2024
CUS_0x1f43,21075.82,1701.318333,8,3,10,1,Personal Loan,14,19,8.87,2,_,749.5,25.27137235,16 Years and 4 Months,Yes,14.22944411,36.3437405,High_spent_Medium_value_payments,369.5586487,1/1/2024
CUS_0x1f46,23079.29,1755.274167,3,5,8,3_,"Payday Loan, Student Loan, and Not Specified",7,15,-0.34,6,Good,850.79,34.4402889,26 Years and 9 Months,No,45.55427581,62.24642414,High_spent_Small_value_payments,327.7267167,1/5/2024
CUS_0x1f49,85770.42,7386.535,4,6,3,2,"Personal Loan, and Student Loan",13,9,7.15,2,Good,257.8,33.15525015,17 Years and 3 Months,No,75.05142237,368.9096121,!@9#%8,554.6924656,1/8/2023
CUS_0x1f4a,102023.4,8535.95,6,5,6,0,,16,20,11.41,8,Good,271.96,28.98956697,22 Years and 6 Months,No,0,398.6561902,High_spent_Small_value_payments,714.9388098,1/9/2024
CUS_0x1f4b,50757.15,4162.7625,10,7,20,5,"Debt Consolidation Loan, Mortgage Loan, Not Specified, Not Specified, and Not Specified",25,19,20.78,12,_,3682.08,25.81142447,7 Years and 8 Months,Yes,149.0388825,52.96890536,High_spent_Large_value_payments,454.2684621,1/3/2023
CUS_0x1f4f,17370154,1383.9225,1,3,6,0,,0,5,8.68,0,_,1008.2,29.73414458,23 Years and 11 Months,No,0,56.64578004,High_spent_Small_value_payments,341.74647,1/2/2024
CUS_0x1f57,19547.065,1486.922083,3,2,8,3,"Student Loan, Credit-Builder Loan, and Mortgage Loan",15,12,5.14,5,Good,824.36,29.13058368,32 Years and 5 Months,No,46.36255909,62.91560323,Low_spent_Small_value_payments,329.414046,1/12/2024
CUS_0x1f60,34266.08,3038.506667,8,9,21,6,"Payday Loan, Personal Loan, Payday Loan, Mortgage Loan, Not Specified, and Debt Consolidation Loan",17,10,10.07,7,_,1843.93,27.51829518,11 Years and 5 Months,Yes,161.8440105,305.515721,Low_spent_Small_value_payments,126.4909352,1/9/2023
CUS_0x1f61,69014.48,5467.206667,10,6,25,7,"Mortgage Loan, Student Loan, Student Loan, Home Equity Loan, Personal Loan, Auto Loan, and Mortgage Loan",43,1614,14.28,12,Bad,2313.63,37.57878531,15 Years and 8 Months,Yes,310.1403458,173.8578889,Low_spent_Large_value_payments,332.722432,1/8/2024
CUS_0x1f64,14417.71,1425.475833,7,8,34,7,"Credit-Builder Loan, Not Specified, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",59,24,28.56,12,_,3077.57,22.9615129,8 Years and 10 Months,Yes,58.37874486,59.26170852,High_spent_Small_value_payments,284.9071299,1/5/2024
CUS_0x1f66,67730.0_,5697.166667,4,5,8,0,,10,3,1.63,3,Good,626.34,32.906807,27 Years and 11 Months,NM,0,198.9879591,High_spent_Medium_value_payments,620.7287076,1/10/2023
CUS_0x1f70,90074.64,7233.22,0,7,9,3_,"Mortgage Loan, Student Loan, and Student Loan",1,11,11.12,7,Good,1454.14,32.79436824,20 Years and 2 Months,No,132.1107032,220.0802834,High_spent_Medium_value_payments,621.1310134,1/5/2024
CUS_0x1f74,37539.84,3404.32,0,5,12,0,,8,9,2.34,5,Good,31.11,38.98210676,32 Years and 7 Months,No,0,41.34953039,High_spent_Medium_value_payments,549.0824696,1/1/2024
CUS_0x1f7d,20357.29,1720.440833,3,5,16,2,"Not Specified, and Auto Loan",16,19,9.81,4,Standard,2552.06,27.49509804,7 Years and 11 Months,Yes,33.78252854,72.84393602,High_spent_Medium_value_payments,315.4176188,1/10/2024
CUS_0x1f87,29111.07,2501.9225,8,6,11,2,"Debt Consolidation Loan, and Mortgage Loan",19,18,13.43,10,Standard,279.95,25.34140881,10 Years and 10 Months,Yes,29.9419307,73.12210255,High_spent_Medium_value_payments,397.1282167,1/5/2023
CUS_0x1f88,30617.5_,2348.458333,9,7,20,6,"Student Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Mortgage Loan, and Not Specified",56,19,9.16,16,Standard,2058.93,32.08429158,14 Years and 5 Months,NM,108.9321986,19.88933326,High_spent_Large_value_payments,346.0243015,1/12/2023
CUS_0x1f8c,106418.67,8961.2225,3,6,15,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",17,15,19.31,12,Standard,848.03,32.41049495,5 Years and 8 Months,Yes,239.2457498,377.9361775,Low_spent_Medium_value_payments,558.9403227,1/3/2023
CUS_0x1f8d,109600.95,9336.4125,4,7,1,3,"Mortgage Loan, Payday Loan, and Personal Loan",14,4,0.93,3,Good,141.08,27.71191906,19 Years and 0 Months,No,252.46481,197.0306414,High_spent_Medium_value_payments,734.1457986,1/3/2023
CUS_0x1f91,37986.18,3046.515,7,6,25,8,"Auto Loan, Mortgage Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Student Loan, and Student Loan",45,17,25.21,10,Bad,3607.64,26.00772597,8 Years and 0 Months,Yes,134.5815336,52.92054348,High_spent_Large_value_payments,357.1494229,1/2/2024
CUS_0x1f96,113383.14,9321.595,1,4,6,4,"Student Loan, Auto Loan, Payday Loan, and Student Loan",4,1,3.4,0,Good,82.71,26.18199377,17 Years and 10 Months,No,376.5597009,830.0298088,Low_spent_Large_value_payments,608.1167482,1/6/2023
CUS_0x1f97,175718.64,14707.22,3,5,11,0,,12,4,6.85,5,_,1336.86,41.37472712,23 Years and 5 Months,No,0,356.5503614,High_spent_Medium_value_payments,1364.171639,1/10/2024
CUS_0x1f9b,84384.96,6862.08,6,6,10,4,"Mortgage Loan, Credit-Builder Loan, Personal Loan, and Student Loan",9,14,14.54,2,Standard,1004.8,39.82660347,20 Years and 10 Months,Yes,247.3432804,241.572982,High_spent_Medium_value_payments,447.2917376,1/11/2023
CUS_0x1f9c,15258.95,1508.579167,3,6,1,0,,1,5,10.06,5,Good,1075.37,25.35176148,23 Years and 10 Months,No,0,143.3923309,Low_spent_Small_value_payments,297.4655858,1/4/2024
CUS_0x1f9e,24894.05,2371.504167,8,3,8,0,,23,10,2.3,5,_,86.43,33.83749258,33 Years and 7 Months,No,0,139.6363457,Low_spent_Small_value_payments,387.514071,1/4/2023
CUS_0x1fa0,72140.07,5777.6725,6,5,3813,1,Personal Loan,23,9,19.52,5,Standard,638.12,33.24001901,28 Years and 5 Months,Yes,52.44882186,183.5350534,High_spent_Small_value_payments,601.7833748,1/9/2023
